idx,task_id,0_count,1_count,2_count,3_count,total_count,0_share,1_share,2_share,3_share,agreement,quadkey,Unnamed: 0,geom,taskX,taskY,url,urlB
370,20-309479-470370,0,1,1,0,2,0.0,0.5,0.5,0.0,0.0,03221031320213300131,1125,"MULTIPOLYGON(((-73.7488174438477 18.197391384178,-73.7484741210938 18.197391384178,-73.7484741210938 18.1970652319701,-73.7488174438477 18.1970652319701,-73.7488174438477 18.197391384178)))",309479,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309479&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309479/470370
371,20-309479-470371,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213300133,1124,"MULTIPOLYGON(((-73.7488174438477 18.1970652319701,-73.7484741210938 18.1970652319701,-73.7484741210938 18.196739079152,-73.7488174438477 18.196739079152,-73.7488174438477 18.1970652319701)))",309479,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309479&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309479/470371
372,20-309480-470369,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,03221031320213301002,1123,"MULTIPOLYGON(((-73.7484741210938 18.1977175357755,-73.7481307983398 18.1977175357755,-73.7481307983398 18.197391384178,-73.7484741210938 18.197391384178,-73.7484741210938 18.1977175357755)))",309480,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309480&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309480/470369
373,20-309480-470370,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,03221031320213301020,1122,"MULTIPOLYGON(((-73.7484741210938 18.197391384178,-73.7481307983398 18.197391384178,-73.7481307983398 18.1970652319701,-73.7484741210938 18.1970652319701,-73.7484741210938 18.197391384178)))",309480,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309480&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309480/470370
374,20-309480-470371,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213301022,1121,"MULTIPOLYGON(((-73.7484741210938 18.1970652319701,-73.7481307983398 18.1970652319701,-73.7481307983398 18.196739079152,-73.7484741210938 18.196739079152,-73.7484741210938 18.1970652319701)))",309480,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309480&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309480/470371
375,20-309481-470369,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,03221031320213301003,1120,"MULTIPOLYGON(((-73.7481307983398 18.1977175357755,-73.7477874755859 18.1977175357755,-73.7477874755859 18.197391384178,-73.7481307983398 18.197391384178,-73.7481307983398 18.1977175357755)))",309481,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309481&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309481/470369
376,20-309481-470370,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213301021,1119,"MULTIPOLYGON(((-73.7481307983398 18.197391384178,-73.7477874755859 18.197391384178,-73.7477874755859 18.1970652319701,-73.7481307983398 18.1970652319701,-73.7481307983398 18.197391384178)))",309481,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309481&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309481/470370
377,20-309481-470371,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213301023,1118,"MULTIPOLYGON(((-73.7481307983398 18.1970652319701,-73.7477874755859 18.1970652319701,-73.7477874755859 18.196739079152,-73.7481307983398 18.196739079152,-73.7481307983398 18.1970652319701)))",309481,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309481&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309481/470371
378,20-309482-470369,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213301012,1117,"MULTIPOLYGON(((-73.7477874755859 18.1977175357755,-73.747444152832 18.1977175357755,-73.747444152832 18.197391384178,-73.7477874755859 18.197391384178,-73.7477874755859 18.1977175357755)))",309482,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309482&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309482/470369
379,20-309482-470370,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213301030,1116,"MULTIPOLYGON(((-73.7477874755859 18.197391384178,-73.747444152832 18.197391384178,-73.747444152832 18.1970652319701,-73.7477874755859 18.1970652319701,-73.7477874755859 18.197391384178)))",309482,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309482&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309482/470370
380,20-309482-470371,1,0,1,0,2,0.5,0.0,0.5,0.0,0.0,03221031320213301032,1115,"MULTIPOLYGON(((-73.7477874755859 18.1970652319701,-73.747444152832 18.1970652319701,-73.747444152832 18.196739079152,-73.7477874755859 18.196739079152,-73.7477874755859 18.1970652319701)))",309482,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309482&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309482/470371
381,20-309483-470369,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213301013,1114,"MULTIPOLYGON(((-73.747444152832 18.1977175357755,-73.7471008300781 18.1977175357755,-73.7471008300781 18.197391384178,-73.747444152832 18.197391384178,-73.747444152832 18.1977175357755)))",309483,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309483&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309483/470369
382,20-309483-470370,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,03221031320213301031,1113,"MULTIPOLYGON(((-73.747444152832 18.197391384178,-73.7471008300781 18.197391384178,-73.7471008300781 18.1970652319701,-73.747444152832 18.1970652319701,-73.747444152832 18.197391384178)))",309483,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309483&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309483/470370
383,20-309483-470371,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,03221031320213301033,1112,"MULTIPOLYGON(((-73.747444152832 18.1970652319701,-73.7471008300781 18.1970652319701,-73.7471008300781 18.196739079152,-73.747444152832 18.196739079152,-73.747444152832 18.1970652319701)))",309483,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309483&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309483/470371
384,20-309484-470369,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,03221031320213301102,1111,"MULTIPOLYGON(((-73.7471008300781 18.1977175357755,-73.7467575073242 18.1977175357755,-73.7467575073242 18.197391384178,-73.7471008300781 18.197391384178,-73.7471008300781 18.1977175357755)))",309484,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309484&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309484/470369
385,20-309484-470370,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213301120,1110,"MULTIPOLYGON(((-73.7471008300781 18.197391384178,-73.7467575073242 18.197391384178,-73.7467575073242 18.1970652319701,-73.7471008300781 18.1970652319701,-73.7471008300781 18.197391384178)))",309484,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309484&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309484/470370
386,20-309484-470371,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213301122,1109,"MULTIPOLYGON(((-73.7471008300781 18.1970652319701,-73.7467575073242 18.1970652319701,-73.7467575073242 18.196739079152,-73.7471008300781 18.196739079152,-73.7471008300781 18.1970652319701)))",309484,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309484&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309484/470371
387,20-309485-470369,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,03221031320213301103,1108,"MULTIPOLYGON(((-73.7467575073242 18.1977175357755,-73.7464141845703 18.1977175357755,-73.7464141845703 18.197391384178,-73.7467575073242 18.197391384178,-73.7467575073242 18.1977175357755)))",309485,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309485&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309485/470369
388,20-309485-470370,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213301121,1107,"MULTIPOLYGON(((-73.7467575073242 18.197391384178,-73.7464141845703 18.197391384178,-73.7464141845703 18.1970652319701,-73.7467575073242 18.1970652319701,-73.7467575073242 18.197391384178)))",309485,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309485&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309485/470370
389,20-309485-470371,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213301123,1106,"MULTIPOLYGON(((-73.7467575073242 18.1970652319701,-73.7464141845703 18.1970652319701,-73.7464141845703 18.196739079152,-73.7467575073242 18.196739079152,-73.7467575073242 18.1970652319701)))",309485,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309485&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309485/470371
390,20-309486-470369,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,03221031320213301112,1105,"MULTIPOLYGON(((-73.7464141845703 18.1977175357755,-73.7460708618164 18.1977175357755,-73.7460708618164 18.197391384178,-73.7464141845703 18.197391384178,-73.7464141845703 18.1977175357755)))",309486,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309486&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309486/470369
391,20-309486-470370,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213301130,1104,"MULTIPOLYGON(((-73.7464141845703 18.197391384178,-73.7460708618164 18.197391384178,-73.7460708618164 18.1970652319701,-73.7464141845703 18.1970652319701,-73.7464141845703 18.197391384178)))",309486,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309486&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309486/470370
392,20-309486-470371,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,03221031320213301132,1103,"MULTIPOLYGON(((-73.7464141845703 18.1970652319701,-73.7460708618164 18.1970652319701,-73.7460708618164 18.196739079152,-73.7464141845703 18.196739079152,-73.7464141845703 18.1970652319701)))",309486,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309486&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309486/470371
393,20-309487-470369,0,1,1,0,2,0.0,0.5,0.5,0.0,0.0,03221031320213301113,1102,"MULTIPOLYGON(((-73.7460708618164 18.1977175357755,-73.7457275390625 18.1977175357755,-73.7457275390625 18.197391384178,-73.7460708618164 18.197391384178,-73.7460708618164 18.1977175357755)))",309487,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309487&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309487/470369
394,20-309487-470370,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213301131,1101,"MULTIPOLYGON(((-73.7460708618164 18.197391384178,-73.7457275390625 18.197391384178,-73.7457275390625 18.1970652319701,-73.7460708618164 18.1970652319701,-73.7460708618164 18.197391384178)))",309487,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309487&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309487/470370
395,20-309487-470371,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213301133,1100,"MULTIPOLYGON(((-73.7460708618164 18.1970652319701,-73.7457275390625 18.1970652319701,-73.7457275390625 18.196739079152,-73.7460708618164 18.196739079152,-73.7460708618164 18.1970652319701)))",309487,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309487&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309487/470371
396,20-309488-470369,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310002,1099,"MULTIPOLYGON(((-73.7457275390625 18.1977175357755,-73.7453842163086 18.1977175357755,-73.7453842163086 18.197391384178,-73.7457275390625 18.197391384178,-73.7457275390625 18.1977175357755)))",309488,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309488&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309488/470369
397,20-309488-470370,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310020,1098,"MULTIPOLYGON(((-73.7457275390625 18.197391384178,-73.7453842163086 18.197391384178,-73.7453842163086 18.1970652319701,-73.7457275390625 18.1970652319701,-73.7457275390625 18.197391384178)))",309488,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309488&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309488/470370
398,20-309488-470371,1,0,1,0,2,0.5,0.0,0.5,0.0,0.0,03221031320213310022,1097,"MULTIPOLYGON(((-73.7457275390625 18.1970652319701,-73.7453842163086 18.1970652319701,-73.7453842163086 18.196739079152,-73.7457275390625 18.196739079152,-73.7457275390625 18.1970652319701)))",309488,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309488&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309488/470371
399,20-309489-470369,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310003,1096,"MULTIPOLYGON(((-73.7453842163086 18.1977175357755,-73.7450408935547 18.1977175357755,-73.7450408935547 18.197391384178,-73.7453842163086 18.197391384178,-73.7453842163086 18.1977175357755)))",309489,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309489&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309489/470369
400,20-309489-470370,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,03221031320213310021,1095,"MULTIPOLYGON(((-73.7453842163086 18.197391384178,-73.7450408935547 18.197391384178,-73.7450408935547 18.1970652319701,-73.7453842163086 18.1970652319701,-73.7453842163086 18.197391384178)))",309489,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309489&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309489/470370
401,20-309489-470371,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213310023,1094,"MULTIPOLYGON(((-73.7453842163086 18.1970652319701,-73.7450408935547 18.1970652319701,-73.7450408935547 18.196739079152,-73.7453842163086 18.196739079152,-73.7453842163086 18.1970652319701)))",309489,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309489&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309489/470371
402,20-309490-470369,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310012,1093,"MULTIPOLYGON(((-73.7450408935547 18.1977175357755,-73.7446975708008 18.1977175357755,-73.7446975708008 18.197391384178,-73.7450408935547 18.197391384178,-73.7450408935547 18.1977175357755)))",309490,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309490&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309490/470369
403,20-309490-470370,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213310030,1092,"MULTIPOLYGON(((-73.7450408935547 18.197391384178,-73.7446975708008 18.197391384178,-73.7446975708008 18.1970652319701,-73.7450408935547 18.1970652319701,-73.7450408935547 18.197391384178)))",309490,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309490&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309490/470370
404,20-309490-470371,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213310032,1091,"MULTIPOLYGON(((-73.7450408935547 18.1970652319701,-73.7446975708008 18.1970652319701,-73.7446975708008 18.196739079152,-73.7450408935547 18.196739079152,-73.7450408935547 18.1970652319701)))",309490,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309490&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309490/470371
405,20-309491-470369,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310013,1090,"MULTIPOLYGON(((-73.7446975708008 18.1977175357755,-73.7443542480469 18.1977175357755,-73.7443542480469 18.197391384178,-73.7446975708008 18.197391384178,-73.7446975708008 18.1977175357755)))",309491,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309491&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309491/470369
406,20-309491-470370,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310031,1089,"MULTIPOLYGON(((-73.7446975708008 18.197391384178,-73.7443542480469 18.197391384178,-73.7443542480469 18.1970652319701,-73.7446975708008 18.1970652319701,-73.7446975708008 18.197391384178)))",309491,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309491&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309491/470370
407,20-309491-470371,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310033,1088,"MULTIPOLYGON(((-73.7446975708008 18.1970652319701,-73.7443542480469 18.1970652319701,-73.7443542480469 18.196739079152,-73.7446975708008 18.196739079152,-73.7446975708008 18.1970652319701)))",309491,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309491&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309491/470371
408,20-309492-470369,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,03221031320213310102,1087,"MULTIPOLYGON(((-73.7443542480469 18.1977175357755,-73.744010925293 18.1977175357755,-73.744010925293 18.197391384178,-73.7443542480469 18.197391384178,-73.7443542480469 18.1977175357755)))",309492,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309492&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309492/470369
409,20-309492-470370,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310120,1086,"MULTIPOLYGON(((-73.7443542480469 18.197391384178,-73.744010925293 18.197391384178,-73.744010925293 18.1970652319701,-73.7443542480469 18.1970652319701,-73.7443542480469 18.197391384178)))",309492,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309492&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309492/470370
410,20-309492-470371,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310122,1085,"MULTIPOLYGON(((-73.7443542480469 18.1970652319701,-73.744010925293 18.1970652319701,-73.744010925293 18.196739079152,-73.7443542480469 18.196739079152,-73.7443542480469 18.1970652319701)))",309492,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309492&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309492/470371
411,20-309493-470369,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213310103,1084,"MULTIPOLYGON(((-73.744010925293 18.1977175357755,-73.7436676025391 18.1977175357755,-73.7436676025391 18.197391384178,-73.744010925293 18.197391384178,-73.744010925293 18.1977175357755)))",309493,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309493&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309493/470369
412,20-309493-470370,1,0,1,0,2,0.5,0.0,0.5,0.0,0.0,03221031320213310121,1083,"MULTIPOLYGON(((-73.744010925293 18.197391384178,-73.7436676025391 18.197391384178,-73.7436676025391 18.1970652319701,-73.744010925293 18.1970652319701,-73.744010925293 18.197391384178)))",309493,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309493&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309493/470370
413,20-309493-470371,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310123,1082,"MULTIPOLYGON(((-73.744010925293 18.1970652319701,-73.7436676025391 18.1970652319701,-73.7436676025391 18.196739079152,-73.744010925293 18.196739079152,-73.744010925293 18.1970652319701)))",309493,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309493&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309493/470371
414,20-309494-470369,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213310112,1081,"MULTIPOLYGON(((-73.7436676025391 18.1977175357755,-73.7433242797852 18.1977175357755,-73.7433242797852 18.197391384178,-73.7436676025391 18.197391384178,-73.7436676025391 18.1977175357755)))",309494,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309494&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309494/470369
415,20-309494-470370,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310130,1080,"MULTIPOLYGON(((-73.7436676025391 18.197391384178,-73.7433242797852 18.197391384178,-73.7433242797852 18.1970652319701,-73.7436676025391 18.1970652319701,-73.7436676025391 18.197391384178)))",309494,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309494&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309494/470370
416,20-309494-470371,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310132,1079,"MULTIPOLYGON(((-73.7436676025391 18.1970652319701,-73.7433242797852 18.1970652319701,-73.7433242797852 18.196739079152,-73.7436676025391 18.196739079152,-73.7436676025391 18.1970652319701)))",309494,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309494&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309494/470371
417,20-309495-470369,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310113,1078,"MULTIPOLYGON(((-73.7433242797852 18.1977175357755,-73.7429809570312 18.1977175357755,-73.7429809570312 18.197391384178,-73.7433242797852 18.197391384178,-73.7433242797852 18.1977175357755)))",309495,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309495&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309495/470369
418,20-309495-470370,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213310131,1077,"MULTIPOLYGON(((-73.7433242797852 18.197391384178,-73.7429809570312 18.197391384178,-73.7429809570312 18.1970652319701,-73.7433242797852 18.1970652319701,-73.7433242797852 18.197391384178)))",309495,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309495&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309495/470370
419,20-309495-470371,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213310133,1076,"MULTIPOLYGON(((-73.7433242797852 18.1970652319701,-73.7429809570312 18.1970652319701,-73.7429809570312 18.196739079152,-73.7433242797852 18.196739079152,-73.7433242797852 18.1970652319701)))",309495,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309495&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309495/470371
420,20-309496-470369,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213311002,1075,"MULTIPOLYGON(((-73.7429809570312 18.1977175357755,-73.7426376342773 18.1977175357755,-73.7426376342773 18.197391384178,-73.7429809570312 18.197391384178,-73.7429809570312 18.1977175357755)))",309496,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309496&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309496/470369
421,20-309496-470370,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213311020,1074,"MULTIPOLYGON(((-73.7429809570312 18.197391384178,-73.7426376342773 18.197391384178,-73.7426376342773 18.1970652319701,-73.7429809570312 18.1970652319701,-73.7429809570312 18.197391384178)))",309496,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309496&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309496/470370
